arch,task,model,ablation,ptp,max_seq_num,embseed,sampleseed,metric,value
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-0,test_loss,"[2.154293175017159, 877.6224779741868, 443.9852191744454, 854.1508044365878, 479.4012588607193, 276.99500326226735, 263.2606349986592, 375.2446477974369, 510.93733990074566, 313.32856625081547, 237.4431328884132, 483.4895584953647, 368.1834626276767, 196.3545817323092, 254.71905722718785, 159.93643188274177, 195.56207155379238]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-0,test_performance_1,"[0.8601900390418047, 0.8069879859922294, 0.8129235377142541, 0.8037905824708776, 0.7956484683238902, 0.8120621291105665, 0.8158119023780981, 0.8011150958856214, 0.79135122626921, 0.8091198996055219, 0.8331242356485973, 0.8477374774040372, 0.8382543294352708, 0.8512686611746489, 0.8409903494938233, 0.8367388169078901, 0.8466269220302753]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-0,test_performance_2,"[0.41678034067187686, -0.014036807235381615, 0.09439605697038142, -0.1742039604345857, -0.21326985360177222, -0.018045951747381533, -0.004667916076231099, -0.14774044850923068, -0.2769577786963073, -0.05532167648299925, 0.15752733876070202, 0.2373760709369724, 0.22674555359668377, 0.322357676582409, 0.1877153581103076, 0.16051901672297683, 0.21242617388322807]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-12345,train_loss,"[2.511990373513956, 1.8361536197992234, 1.8199898081071617, 1.8125911230706044, 1.802616089802647, 1.7997747364910388, 1.7964661969838056, 1.797595637042853, 1.7957856635694562, 1.7968372703333668, 1.7954157510212045, 1.7952501285923335, 1.7928824408832231, 1.7953502962037968, 1.79272853830089, 1.7933114080923618, 1.7937238088602914]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-12345,val_loss,"[2.4194143953368896, 30.799706697494937, 14.40870866185608, 19.997900453408505, 10.985398555510388, 18.464828206607983, 25.894557910366196, 22.274852183513328, 43.48877935037301, 45.16816563674832, 32.08597674256739, 16.897968932672313, 41.51003714082111, 14.304039590172161, 11.683360613541947, 8.57826283735402, 11.447197319786]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-12345,test_loss,"[2.154293175017159, 877.6224779741868, 443.9852191744454, 854.1508044365878, 479.4012588607193, 276.99500326226735, 263.2606349986592, 375.2446477974369, 510.93733990074566, 313.32856625081547, 237.4431328884132, 483.4895584953647, 368.1834626276767, 196.3545817323092, 254.71905722718785, 159.93643188274177, 195.56207155379238]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-12345,test_performance_1,"[0.8601900390418047, 0.8069879859922294, 0.8129235377142541, 0.8037905824708776, 0.7956484683238902, 0.8120621291105665, 0.8158119023780981, 0.8011150958856214, 0.79135122626921, 0.8091198996055219, 0.8331242356485973, 0.8477374774040372, 0.8382543294352708, 0.8512686611746489, 0.8409903494938233, 0.8367388169078901, 0.8466269220302753]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_26M_30B,emb,1.0,200,seed-42,sampling_seed-12345,test_performance_2,"[0.41678034067187686, -0.014036807235381615, 0.09439605697038142, -0.1742039604345857, -0.21326985360177222, -0.018045951747381533, -0.004667916076231099, -0.14774044850923068, -0.2769577786963073, -0.05532167648299925, 0.15752733876070202, 0.2373760709369724, 0.22674555359668377, 0.322357676582409, 0.1877153581103076, 0.16051901672297683, 0.21242617388322807]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-42,train_loss,"[2.9499898397035627, 2.908830877249196, 2.908829151674736, 2.908829960832347, 2.9088338464189722, 2.9088312095278877, 2.9088306027685444, 2.9088325638406616, 2.9088305070354283, 2.9088295446852626, 2.908832645392191, 2.9088315849934965, 2.9088317368615075, 2.908833659684017, 2.908831246451305, 2.9088312613963807, 2.9088316043399796]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-42,val_loss,"[0.9502971301442296, 0.8727959309336745, 1.622750407181659, 1.7937785690862673, 1.9738494967441722, 2.3607646722271185, 2.6529978414432915, 2.5436287275695033, 2.94428304582823, 2.7373945303865566, 3.1698201573573237, 3.0685440014635144, 3.141004154605213, 3.043019954437572, 3.090224452450531, 3.0692037533464074, 2.817963429164776]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-42,test_loss,"[5.521999455539592, 2.7624595941088272, 2.3295630783790298, 2.055848828457753, 1.9983299705988664, 1.9662598130847788, 2.2546740064121096, 2.171893111687469, 2.2171142499475995, 2.3653330709320497, 2.2503452845152183, 2.2361783381522873, 2.2602272506010808, 2.291527534814825, 2.220745176878499, 2.319340979618817, 2.1438788102089394]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-42,test_performance_1,"[0.8451459639479735, 0.8648499802780973, 0.8614409960153203, 0.8666093788139441, 0.8809052810766737, 0.8728200304167113, 0.8725329711056474, 0.873550126458063, 0.87335717234675, 0.8727438124913485, 0.8675594997016243, 0.8684015901588761, 0.8728216740228648, 0.8720055041481866, 0.8746554297543138, 0.8730900395046156, 0.8694405327833802]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-42,test_performance_2,"[0.10738137059904461, 0.179546484832127, 0.18539757961372977, 0.2154024396523028, 0.2997229632251423, 0.25110159998203807, 0.2488518340575538, 0.22849402013427642, 0.23601001880871922, 0.24056862754606798, 0.1920472894175101, 0.18915892932558945, 0.22531035663279264, 0.2124734428746027, 0.24051874588081062, 0.21464204383628882, 0.17637767272566326]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-0,train_loss,"[2.9499898397035627, 2.908830877249196, 2.908829151674736, 2.908829960832347, 2.9088338464189722, 2.9088312095278877, 2.9088306027685444, 2.9088325638406616, 2.9088305070354283, 2.9088295446852626, 2.908832645392191, 2.9088315849934965, 2.9088317368615075, 2.908833659684017, 2.908831246451305, 2.9088312613963807, 2.9088316043399796]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-0,val_loss,"[0.9502971301442296, 0.8727959309336745, 1.622750407181659, 1.7937785690862673, 1.9738494967441722, 2.3607646722271185, 2.6529978414432915, 2.5436287275695033, 2.94428304582823, 2.7373945303865566, 3.1698201573573237, 3.0685440014635144, 3.141004154605213, 3.043019954437572, 3.090224452450531, 3.0692037533464074, 2.817963429164776]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-0,test_loss,"[5.521999455539592, 2.7624595941088272, 2.3295630783790298, 2.055848828457753, 1.9983299705988664, 1.9662598130847788, 2.2546740064121096, 2.171893111687469, 2.2171142499475995, 2.3653330709320497, 2.2503452845152183, 2.2361783381522873, 2.2602272506010808, 2.291527534814825, 2.220745176878499, 2.319340979618817, 2.1438788102089394]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-0,test_performance_1,"[0.8451459639479735, 0.8648499802780973, 0.8614409960153203, 0.8666093788139441, 0.8809052810766737, 0.8728200304167113, 0.8725329711056474, 0.873550126458063, 0.87335717234675, 0.8727438124913485, 0.8675594997016243, 0.8684015901588761, 0.8728216740228648, 0.8720055041481866, 0.8746554297543138, 0.8730900395046156, 0.8694405327833802]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-0,test_performance_2,"[0.10738137059904461, 0.179546484832127, 0.18539757961372977, 0.2154024396523028, 0.2997229632251423, 0.25110159998203807, 0.2488518340575538, 0.22849402013427642, 0.23601001880871922, 0.24056862754606798, 0.1920472894175101, 0.18915892932558945, 0.22531035663279264, 0.2124734428746027, 0.24051874588081062, 0.21464204383628882, 0.17637767272566326]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-12345,train_loss,"[2.9499898397035627, 2.908830877249196, 2.908829151674736, 2.908829960832347, 2.9088338464189722, 2.9088312095278877, 2.9088306027685444, 2.9088325638406616, 2.9088305070354283, 2.9088295446852626, 2.908832645392191, 2.9088315849934965, 2.9088317368615075, 2.908833659684017, 2.908831246451305, 2.9088312613963807, 2.9088316043399796]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-12345,val_loss,"[0.9502971301442296, 0.8727959309336745, 1.622750407181659, 1.7937785690862673, 1.9738494967441722, 2.3607646722271185, 2.6529978414432915, 2.5436287275695033, 2.94428304582823, 2.7373945303865566, 3.1698201573573237, 3.0685440014635144, 3.141004154605213, 3.043019954437572, 3.090224452450531, 3.0692037533464074, 2.817963429164776]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-12345,test_loss,"[5.521999455539592, 2.7624595941088272, 2.3295630783790298, 2.055848828457753, 1.9983299705988664, 1.9662598130847788, 2.2546740064121096, 2.171893111687469, 2.2171142499475995, 2.3653330709320497, 2.2503452845152183, 2.2361783381522873, 2.2602272506010808, 2.291527534814825, 2.220745176878499, 2.319340979618817, 2.1438788102089394]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-12345,test_performance_1,"[0.8451459639479735, 0.8648499802780973, 0.8614409960153203, 0.8666093788139441, 0.8809052810766737, 0.8728200304167113, 0.8725329711056474, 0.873550126458063, 0.87335717234675, 0.8727438124913485, 0.8675594997016243, 0.8684015901588761, 0.8728216740228648, 0.8720055041481866, 0.8746554297543138, 0.8730900395046156, 0.8694405327833802]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-444,sampling_seed-12345,test_performance_2,"[0.10738137059904461, 0.179546484832127, 0.18539757961372977, 0.2154024396523028, 0.2997229632251423, 0.25110159998203807, 0.2488518340575538, 0.22849402013427642, 0.23601001880871922, 0.24056862754606798, 0.1920472894175101, 0.18915892932558945, 0.22531035663279264, 0.2124734428746027, 0.24051874588081062, 0.21464204383628882, 0.17637767272566326]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-42,train_loss,"[2.9509141596442503, 2.908830347083108, 2.9088298089694336, 2.908832213729843, 2.9088326810776923, 2.9088306938722983, 2.9088308937106664, 2.9088315653211145, 2.9088325891118147, 2.9088307559084954, 2.9088318689461996, 2.9088304821321356, 2.9088321973289184, 2.9088312420278886, 2.9088320163313255, 2.9088308490931376, 2.908832034129461]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-42,val_loss,"[0.9930300892945768, 1.0512628284632515, 2.440791828858106, 2.776179032046636, 3.383525867264908, 3.768183473514993, 3.4123333620095266, 3.9002074198324634, 3.8886227757231047, 3.629684207923098, 3.5221741469769765, 3.7462154348226644, 3.8906233306685034, 3.971534184959962, 3.7185945882393927, 3.5758515549543692, 3.390296339664578]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-42,test_loss,"[5.448478856563073, 2.201282371103801, 2.027459832112062, 2.2298089057141497, 2.4141521203072007, 2.538136822066776, 2.1388736539971505, 2.3446523281663856, 2.5414294134585274, 2.518641739385625, 2.3887449342225304, 2.4205827371140147, 2.315545963610568, 2.504781333888028, 2.6613623682115297, 2.697882961466929, 2.746695784123957]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-42,test_performance_1,"[0.8464584307059821, 0.8669082059963661, 0.8571476124589803, 0.8639167208934548, 0.8694899914519004, 0.8632902536311462, 0.8656357105720562, 0.8655203183784053, 0.8641618530852685, 0.8685194075195297, 0.8641507675863587, 0.8602521326258651, 0.8611524653243375, 0.8591416018241711, 0.8584188170142969, 0.8581835391201689, 0.8633545848337149]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-42,test_performance_2,"[0.11768651894365273, 0.16832482159555523, 0.13780318456411877, 0.17727840828605346, 0.19622580595008576, 0.13209032166200763, 0.13396432203465478, 0.14604248976369674, 0.11065473975962246, 0.13028620507946947, 0.10394361577825134, 0.08387010919077036, 0.07357324481023028, 0.03866392498233567, 0.0393650499303055, 0.05307889155866586, 0.09911901382494337]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-0,train_loss,"[2.9509141596442503, 2.908830347083108, 2.9088298089694336, 2.908832213729843, 2.9088326810776923, 2.9088306938722983, 2.9088308937106664, 2.9088315653211145, 2.9088325891118147, 2.9088307559084954, 2.9088318689461996, 2.9088304821321356, 2.9088321973289184, 2.9088312420278886, 2.9088320163313255, 2.9088308490931376, 2.908832034129461]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-0,val_loss,"[0.9930300892945768, 1.0512628284632515, 2.440791828858106, 2.776179032046636, 3.383525867264908, 3.768183473514993, 3.4123333620095266, 3.9002074198324634, 3.8886227757231047, 3.629684207923098, 3.5221741469769765, 3.7462154348226644, 3.8906233306685034, 3.971534184959962, 3.7185945882393927, 3.5758515549543692, 3.390296339664578]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-0,test_loss,"[5.448478856563073, 2.201282371103801, 2.027459832112062, 2.2298089057141497, 2.4141521203072007, 2.538136822066776, 2.1388736539971505, 2.3446523281663856, 2.5414294134585274, 2.518641739385625, 2.3887449342225304, 2.4205827371140147, 2.315545963610568, 2.504781333888028, 2.6613623682115297, 2.697882961466929, 2.746695784123957]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-0,test_performance_1,"[0.8464584307059821, 0.8669082059963661, 0.8571476124589803, 0.8639167208934548, 0.8694899914519004, 0.8632902536311462, 0.8656357105720562, 0.8655203183784053, 0.8641618530852685, 0.8685194075195297, 0.8641507675863587, 0.8602521326258651, 0.8611524653243375, 0.8591416018241711, 0.8584188170142969, 0.8581835391201689, 0.8633545848337149]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-0,test_performance_2,"[0.11768651894365273, 0.16832482159555523, 0.13780318456411877, 0.17727840828605346, 0.19622580595008576, 0.13209032166200763, 0.13396432203465478, 0.14604248976369674, 0.11065473975962246, 0.13028620507946947, 0.10394361577825134, 0.08387010919077036, 0.07357324481023028, 0.03866392498233567, 0.0393650499303055, 0.05307889155866586, 0.09911901382494337]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-12345,train_loss,"[2.9509141596442503, 2.908830347083108, 2.9088298089694336, 2.908832213729843, 2.9088326810776923, 2.9088306938722983, 2.9088308937106664, 2.9088315653211145, 2.9088325891118147, 2.9088307559084954, 2.9088318689461996, 2.9088304821321356, 2.9088321973289184, 2.9088312420278886, 2.9088320163313255, 2.9088308490931376, 2.908832034129461]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-12345,val_loss,"[0.9930300892945768, 1.0512628284632515, 2.440791828858106, 2.776179032046636, 3.383525867264908, 3.768183473514993, 3.4123333620095266, 3.9002074198324634, 3.8886227757231047, 3.629684207923098, 3.5221741469769765, 3.7462154348226644, 3.8906233306685034, 3.971534184959962, 3.7185945882393927, 3.5758515549543692, 3.390296339664578]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-12345,test_loss,"[5.448478856563073, 2.201282371103801, 2.027459832112062, 2.2298089057141497, 2.4141521203072007, 2.538136822066776, 2.1388736539971505, 2.3446523281663856, 2.5414294134585274, 2.518641739385625, 2.3887449342225304, 2.4205827371140147, 2.315545963610568, 2.504781333888028, 2.6613623682115297, 2.697882961466929, 2.746695784123957]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-12345,test_performance_1,"[0.8464584307059821, 0.8669082059963661, 0.8571476124589803, 0.8639167208934548, 0.8694899914519004, 0.8632902536311462, 0.8656357105720562, 0.8655203183784053, 0.8641618530852685, 0.8685194075195297, 0.8641507675863587, 0.8602521326258651, 0.8611524653243375, 0.8591416018241711, 0.8584188170142969, 0.8581835391201689, 0.8633545848337149]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-12345,sampling_seed-12345,test_performance_2,"[0.11768651894365273, 0.16832482159555523, 0.13780318456411877, 0.17727840828605346, 0.19622580595008576, 0.13209032166200763, 0.13396432203465478, 0.14604248976369674, 0.11065473975962246, 0.13028620507946947, 0.10394361577825134, 0.08387010919077036, 0.07357324481023028, 0.03866392498233567, 0.0393650499303055, 0.05307889155866586, 0.09911901382494337]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-42,train_loss,"[2.94858096011969, 2.908832207593853, 2.908830299335901, 2.9088330827628983, 2.908830530871417, 2.908831730595878, 2.908832591263672, 2.9088321767591174, 2.9088313375498154, 2.908830534507701, 2.9088320068794604, 2.9088319909434763, 2.908830816692016, 2.9088312195565345, 2.908831022930112, 2.9088307297627836, 2.9088316981818223]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-42,val_loss,"[0.9799359939249307, 0.8483064018645056, 0.8115130791175439, 1.4487483725888441, 1.3516629429622995, 2.1144578944788086, 2.1331666037185744, 2.57896433287393, 2.5205581534783703, 2.8692132461409, 2.98221283037776, 2.869906239941674, 3.0745523639937438, 3.2253138355373703, 3.345102659743658, 3.000625844948216, 2.7996317708355902]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-42,test_loss,"[5.064162187598861, 2.542643964168173, 2.064866213493104, 1.9035302834733883, 1.8040045913016913, 1.6215101645501757, 1.7571215244594145, 1.6776997320622868, 1.672288348419061, 1.7296611990593374, 1.8948276098039862, 1.9265437196971407, 2.0320719256291486, 1.93843797194101, 1.9818356336851728, 1.88560093452687, 1.8740121442754305]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-42,test_performance_1,"[0.8461742386214282, 0.8638547785924715, 0.8715002735342756, 0.8695894467994358, 0.8696866564390037, 0.8712139125213234, 0.8815647862691194, 0.8723463227420776, 0.8668111670159704, 0.8647046792470531, 0.8675823959848409, 0.8694256318813502, 0.8694121192103542, 0.8728953439868159, 0.8708091578285051, 0.8699863676425088, 0.8649200853322322]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-42,test_performance_2,"[0.12307023248827505, 0.16818564488184837, 0.19787334332567932, 0.23355427020708347, 0.22639770362982767, 0.25544734892584314, 0.3442453794813997, 0.2573338307655259, 0.24622083321392177, 0.2103160061223193, 0.23594874997855497, 0.2381001134484806, 0.23334616900503807, 0.24047907139787414, 0.24312181687123538, 0.20584426595048008, 0.18552061780074083]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-0,train_loss,"[2.94858096011969, 2.908832207593853, 2.908830299335901, 2.9088330827628983, 2.908830530871417, 2.908831730595878, 2.908832591263672, 2.9088321767591174, 2.9088313375498154, 2.908830534507701, 2.9088320068794604, 2.9088319909434763, 2.908830816692016, 2.9088312195565345, 2.908831022930112, 2.9088307297627836, 2.9088316981818223]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-0,val_loss,"[0.9799359939249307, 0.8483064018645056, 0.8115130791175439, 1.4487483725888441, 1.3516629429622995, 2.1144578944788086, 2.1331666037185744, 2.57896433287393, 2.5205581534783703, 2.8692132461409, 2.98221283037776, 2.869906239941674, 3.0745523639937438, 3.2253138355373703, 3.345102659743658, 3.000625844948216, 2.7996317708355902]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-0,test_loss,"[5.064162187598861, 2.542643964168173, 2.064866213493104, 1.9035302834733883, 1.8040045913016913, 1.6215101645501757, 1.7571215244594145, 1.6776997320622868, 1.672288348419061, 1.7296611990593374, 1.8948276098039862, 1.9265437196971407, 2.0320719256291486, 1.93843797194101, 1.9818356336851728, 1.88560093452687, 1.8740121442754305]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-0,test_performance_1,"[0.8461742386214282, 0.8638547785924715, 0.8715002735342756, 0.8695894467994358, 0.8696866564390037, 0.8712139125213234, 0.8815647862691194, 0.8723463227420776, 0.8668111670159704, 0.8647046792470531, 0.8675823959848409, 0.8694256318813502, 0.8694121192103542, 0.8728953439868159, 0.8708091578285051, 0.8699863676425088, 0.8649200853322322]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-0,test_performance_2,"[0.12307023248827505, 0.16818564488184837, 0.19787334332567932, 0.23355427020708347, 0.22639770362982767, 0.25544734892584314, 0.3442453794813997, 0.2573338307655259, 0.24622083321392177, 0.2103160061223193, 0.23594874997855497, 0.2381001134484806, 0.23334616900503807, 0.24047907139787414, 0.24312181687123538, 0.20584426595048008, 0.18552061780074083]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-12345,train_loss,"[2.94858096011969, 2.908832207593853, 2.908830299335901, 2.9088330827628983, 2.908830530871417, 2.908831730595878, 2.908832591263672, 2.9088321767591174, 2.9088313375498154, 2.908830534507701, 2.9088320068794604, 2.9088319909434763, 2.908830816692016, 2.9088312195565345, 2.908831022930112, 2.9088307297627836, 2.9088316981818223]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-12345,val_loss,"[0.9799359939249307, 0.8483064018645056, 0.8115130791175439, 1.4487483725888441, 1.3516629429622995, 2.1144578944788086, 2.1331666037185744, 2.57896433287393, 2.5205581534783703, 2.8692132461409, 2.98221283037776, 2.869906239941674, 3.0745523639937438, 3.2253138355373703, 3.345102659743658, 3.000625844948216, 2.7996317708355902]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-12345,test_loss,"[5.064162187598861, 2.542643964168173, 2.064866213493104, 1.9035302834733883, 1.8040045913016913, 1.6215101645501757, 1.7571215244594145, 1.6776997320622868, 1.672288348419061, 1.7296611990593374, 1.8948276098039862, 1.9265437196971407, 2.0320719256291486, 1.93843797194101, 1.9818356336851728, 1.88560093452687, 1.8740121442754305]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-12345,test_performance_1,"[0.8461742386214282, 0.8638547785924715, 0.8715002735342756, 0.8695894467994358, 0.8696866564390037, 0.8712139125213234, 0.8815647862691194, 0.8723463227420776, 0.8668111670159704, 0.8647046792470531, 0.8675823959848409, 0.8694256318813502, 0.8694121192103542, 0.8728953439868159, 0.8708091578285051, 0.8699863676425088, 0.8649200853322322]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-42,sampling_seed-12345,test_performance_2,"[0.12307023248827505, 0.16818564488184837, 0.19787334332567932, 0.23355427020708347, 0.22639770362982767, 0.25544734892584314, 0.3442453794813997, 0.2573338307655259, 0.24622083321392177, 0.2103160061223193, 0.23594874997855497, 0.2381001134484806, 0.23334616900503807, 0.24047907139787414, 0.24312181687123538, 0.20584426595048008, 0.18552061780074083]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-42,train_loss,"[2.950867381164601, 2.9088296181089452, 2.9088291157361073, 2.908831888587008, 2.9088308322666876, 2.908832294466345, 2.9088309297517028, 2.9088317401992025, 2.9056955707546233, 2.908831704962797, 2.90883103742061, 2.9088318298680202, 2.9088315232837845, 2.9088307738224297, 2.908831155522735, 2.9088316093363504, 2.908831392667392]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-42,val_loss,"[0.94453939846673, 0.9792390984552158, 1.6994301132210385, 2.577061829918575, 2.4755096594690986, 3.2741871771210853, 3.1209614655449456, 3.247969723360604, 3.3765029350005378, 3.169724289532611, 3.5638159838621988, 3.6045038075161897, 3.723641469120565, 3.711010882885684, 3.6260090821708686, 3.516879835903587, 3.298482321334294]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-42,test_loss,"[5.276884706838359, 2.283529013574802, 2.3825238356002445, 2.5666953557124685, 2.7021721811754955, 3.100378797126096, 2.2988855448615215, 2.49924370617865, 2.380234738101916, 2.521911666918024, 2.647563834066674, 2.604799653652968, 2.8903199256995022, 3.0185599288469724, 3.050833029230315, 3.1075626127462903, 2.916021110659719]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-42,test_performance_1,"[0.8475817586753044, 0.8595039856508785, 0.8696564284340873, 0.8675613496542117, 0.8593310773604506, 0.861812900793253, 0.8639495391578246, 0.8606051003796421, 0.8638021510757854, 0.872565318939021, 0.8725509362551104, 0.8639041754025464, 0.8588005441772084, 0.8601508450728244, 0.8610271643666397, 0.8598630073380453, 0.8597699208732693]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-42,test_performance_2,"[0.13012469690218464, 0.2050147337033549, 0.2216659075968374, 0.181503906204069, 0.13884695815795392, 0.14288133978766435, 0.17684023939223753, 0.15483079462047664, 0.17805890117104609, 0.23504180994312576, 0.22188685073205405, 0.15876108302138014, 0.08733890544955385, 0.08425369905704826, 0.12385608504588097, 0.10463862616846369, 0.09431759234162286]"
protxlstm,proeng_gb1_one_vs_rest_mean,protxlstm_26M_30B,rand,0.0,200,seed-35,sampling_seed-0,train_loss,"[2.950867381164601, 2.9088296181089452, 2.9088291157361073, 2.908831888587008, 2.9088308322666876, 2.908832294466345, 2.9088309297517028, 2.9088317401992025, 2.9056955707546233, 2.908831704962797, 2.90883103742061, 2.9088318298680202, 2.9088315232837845, 2.9088307738224297, 2.908831155522735, 2.9088316093363504, 2.908831392667392]"
