arch,task,model,ablation,ptp,max_seq_num,embseed,sampleseed,metric,value
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-42,test_performance_1,"[0.8632107534840454, 0.8023945583675443, 0.8337170102934599, 0.8130998252982116, 0.8174999585170848, 0.8182527317480031, 0.8311672921254584, 0.8202478185630618, 0.8587117298969429, 0.8526685349139439, 0.8412201505722079, 0.8281857456469818, 0.8147371732283776, 0.837430574674026, 0.8320120763026605, 0.8407754440002224, 0.8590697826977416]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-42,test_performance_2,"[0.4234003763854931, -0.0574849746478564, 0.16810207234563518, -0.07338007037461479, -0.010426809683588511, 0.013422279121469682, 0.0937521469917395, -0.005953169195351403, 0.3054965459375824, 0.2588467957828247, 0.1736157360658391, 0.08410308758460633, -0.004465312217611095, 0.14275775889372205, 0.08083276627814348, 0.13996784055484862, 0.30339429028087495]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-0,train_loss,"[2.5138092860036108, 1.8076901733986535, 1.7948554416859885, 1.7895078514755536, 1.7884352350640795, 1.7883725688178982, 1.7882525170360297, 1.7886504666363374, 1.7882376822510435, 1.788695758438108, 1.788692123908347, 1.7883262126351527, 1.7886336452990443, 1.7886015381843048, 1.7885823659890445, 1.7882561545377973, 1.7884274887329648]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-0,val_loss,"[2.390311548329418, 26.820660559986894, 12.42837939379828, 26.348331253409718, 4.218667928595533, 3.3704092007342563, 4.498316105039117, 4.422986973553829, 6.0200477490745925, 5.522773215627867, 4.610545747782814, 4.421496733213109, 4.124500151721444, 2.805436066132314, 2.6054570045031795, 4.0931742206131245, 2.750715467004326]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-0,test_loss,"[2.144903296234307, 690.9340418228587, 1061.145440125186, 297.1569560306094, 134.7477070146862, 136.0677306827296, 109.21631005496351, 117.26496169005023, 72.44188689885793, 56.57039338548305, 65.18788017805969, 99.65824401612949, 62.59124890568406, 43.4937761075414, 24.292114008725907, 24.93299445627615, 13.785338028021112]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-0,test_performance_1,"[0.8632107534840454, 0.8023945583675443, 0.8337170102934599, 0.8130998252982116, 0.8174999585170848, 0.8182527317480031, 0.8311672921254584, 0.8202478185630618, 0.8587117298969429, 0.8526685349139439, 0.8412201505722079, 0.8281857456469818, 0.8147371732283776, 0.837430574674026, 0.8320120763026605, 0.8407754440002224, 0.8590697826977416]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-0,test_performance_2,"[0.4234003763854931, -0.0574849746478564, 0.16810207234563518, -0.07338007037461479, -0.010426809683588511, 0.013422279121469682, 0.0937521469917395, -0.005953169195351403, 0.3054965459375824, 0.2588467957828247, 0.1736157360658391, 0.08410308758460633, -0.004465312217611095, 0.14275775889372205, 0.08083276627814348, 0.13996784055484862, 0.30339429028087495]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-12345,train_loss,"[2.5138092860036108, 1.8076901733986535, 1.7948554416859885, 1.7895078514755536, 1.7884352350640795, 1.7883725688178982, 1.7882525170360297, 1.7886504666363374, 1.7882376822510435, 1.788695758438108, 1.788692123908347, 1.7883262126351527, 1.7886336452990443, 1.7886015381843048, 1.7885823659890445, 1.7882561545377973, 1.7884274887329648]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-12345,val_loss,"[2.390311548329418, 26.820660559986894, 12.42837939379828, 26.348331253409718, 4.218667928595533, 3.3704092007342563, 4.498316105039117, 4.422986973553829, 6.0200477490745925, 5.522773215627867, 4.610545747782814, 4.421496733213109, 4.124500151721444, 2.805436066132314, 2.6054570045031795, 4.0931742206131245, 2.750715467004326]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-12345,test_loss,"[2.144903296234307, 690.9340418228587, 1061.145440125186, 297.1569560306094, 134.7477070146862, 136.0677306827296, 109.21631005496351, 117.26496169005023, 72.44188689885793, 56.57039338548305, 65.18788017805969, 99.65824401612949, 62.59124890568406, 43.4937761075414, 24.292114008725907, 24.93299445627615, 13.785338028021112]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-12345,test_performance_1,"[0.8632107534840454, 0.8023945583675443, 0.8337170102934599, 0.8130998252982116, 0.8174999585170848, 0.8182527317480031, 0.8311672921254584, 0.8202478185630618, 0.8587117298969429, 0.8526685349139439, 0.8412201505722079, 0.8281857456469818, 0.8147371732283776, 0.837430574674026, 0.8320120763026605, 0.8407754440002224, 0.8590697826977416]"
protxlstm,proeng_gb1_two_vs_rest_mean,protxlstm_102M_60B,emb,0.5,200,seed-42,sampling_seed-12345,test_performance_2,"[0.4234003763854931, -0.0574849746478564, 0.16810207234563518, -0.07338007037461479, -0.010426809683588511, 0.013422279121469682, 0.0937521469917395, -0.005953169195351403, 0.3054965459375824, 0.2588467957828247, 0.1736157360658391, 0.08410308758460633, -0.004465312217611095, 0.14275775889372205, 0.08083276627814348, 0.13996784055484862, 0.30339429028087495]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,train_loss,"[2771.4280406674507, 2765.3582894963206, 2765.2603909058794, 2765.161046825032, 2765.321675086856, 2765.1790324281897, 2765.0472450023453, 2765.028473929278, 2765.0675956691557, 2765.101300924163, 2765.185952836964, 2765.130236624107, 2765.0484678560097, 2765.1070726118346, 2764.610607975767, 2764.4652106266617, 2764.354848363624]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,val_loss,"[2784.3851758480255, 2780.3603153027875, 2780.4286043769202, 2781.0366568690088, 2780.197982992245, 2779.7494985746725, 2780.003492341401, 2780.6757546270164, 2780.3677588385144, 2780.4958301394036, 2781.0706313995697, 2780.988547645795, 2781.1065421707935, 2780.4166186113835, 2779.893793848078, 2780.190071549016, 2780.494426856787]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_loss,"[2828.363599822284, 2816.2367269762035, 2815.887880463693, 2816.752028630108, 2816.829738107271, 2816.904689616264, 2816.8610907678126, 2817.434040274223, 2818.1901971877296, 2818.180847679177, 2818.136181059836, 2817.806758390455, 2817.560380151127, 2817.7638189618388, 2817.328700322472, 2817.2450297552195, 2817.6654509819627]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_1,"[0.9845479671720576, 0.9900429785374658, 0.9898692266083529, 0.9902701770170362, 0.9902175264306394, 0.9905973487645335, 0.9905767670500478, 0.9903723573418434, 0.990361353450738, 0.9899162982157597, 0.9896710375089809, 0.9899374701323166, 0.9900849107167786, 0.9903365220104754, 0.9911066311923981, 0.9910015156572987, 0.9908689993070556]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_2,"[0.2923171139155908, 0.516009380643319, 0.5339183601388, 0.5423267486716113, 0.5358104750633809, 0.5466441024472268, 0.5484387810857545, 0.5477960779631388, 0.5423545653235229, 0.5362356782423084, 0.5220239880793606, 0.5300855052726928, 0.5454768061862992, 0.5484555183959794, 0.5729673740176698, 0.5771067500346291, 0.5861559845524265]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,train_loss,"[2771.4280406674507, 2765.3345244679845, 2765.246237213944, 2765.160899193535, 2765.2980611387597, 2765.164948493018, 2765.0517232398006, 2765.0439270304387, 2765.07633528101, 2765.1126015557843, 2765.2075439076934, 2765.1496637100145, 2765.052693296693, 2765.1306418600825, 2764.618148326888, 2764.4718954152504, 2764.3642815844855]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,val_loss,"[2784.3851758480255, 2780.259578870098, 2780.289041780417, 2780.705097574361, 2780.0791221721406, 2779.6063156505297, 2779.903604674802, 2780.5776498383057, 2780.559778191237, 2780.719552676167, 2781.2668811360195, 2781.1692915495155, 2781.110339073955, 2780.506259542741, 2779.904417331588, 2780.241816212851, 2780.6242036395565]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_loss,"[2828.363599822284, 2816.3068750701927, 2815.754724008596, 2816.669704235289, 2816.768089180281, 2816.9594624875176, 2816.963943246419, 2817.6642161510044, 2818.3120581365524, 2818.253986526536, 2818.1152580604357, 2818.009472140018, 2817.7835869033306, 2817.9815067883715, 2817.825199729804, 2817.53787464522, 2818.132129025259]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_1,"[0.9845479671720576, 0.9900161647967431, 0.9898289227724396, 0.9902946189218564, 0.9902112130175673, 0.9906414651325769, 0.9906009830212243, 0.9903701323313763, 0.9904497538426874, 0.990128122054897, 0.989756551187673, 0.9899416992086788, 0.9903163972678811, 0.9901029117602608, 0.991133014126716, 0.9911811577170311, 0.9908933354980048]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_2,"[0.2923171139155908, 0.5147476840634583, 0.5351369849686842, 0.5440186473205797, 0.5383853364651212, 0.5473018014198702, 0.5505108697595751, 0.5452989460485461, 0.5409713366067762, 0.5381926565933174, 0.5249371789743312, 0.5339218063987073, 0.5475708891375123, 0.54789496586226, 0.5715516124451064, 0.5835780610246545, 0.589746718454466]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,train_loss,"[2771.4280406674507, 2765.310511463901, 2765.2496282335633, 2765.151552856003, 2765.2911854098143, 2765.1468816043653, 2765.026290695164, 2764.9986174604837, 2765.0580338860987, 2765.106725673882, 2765.203584401915, 2765.145853927456, 2765.048804995163, 2765.094035183483, 2764.6192757026347, 2764.4542299431573, 2764.34686506246]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,val_loss,"[2784.3851758480255, 2780.323355966195, 2780.489820858065, 2780.9201121831925, 2780.191521281618, 2779.8025449707447, 2780.1381591586537, 2780.609678939698, 2780.1763361288026, 2780.3527647367973, 2780.959933304026, 2780.9527581861958, 2780.9576541463716, 2780.3182452049437, 2779.936959141641, 2780.217539351752, 2780.2801900248005]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_loss,"[2828.363599822284, 2816.0019757117757, 2815.768077924224, 2816.6563934354695, 2816.7223997132874, 2816.942080128313, 2816.9695197344286, 2817.5903439037775, 2818.2850434591605, 2818.3714515866086, 2818.3028834007273, 2818.060921285512, 2817.881959815112, 2818.2014400004728, 2817.9315854561983, 2817.7581389399343, 2818.1698052525076]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_1,"[0.9845479671720576, 0.990008036979387, 0.989872470517582, 0.990295495150338, 0.990218071497761, 0.9904301441327183, 0.9904174853933757, 0.990148716836218, 0.9902297851614387, 0.9901909302217149, 0.989736147328549, 0.9899972599698952, 0.9903049155122237, 0.9901613709871059, 0.9911180387637009, 0.9911509299704618, 0.9910193824480751]"
protxlstm,proeng_thermo_mixed_split_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_2,"[0.2923171139155908, 0.5149711983453038, 0.5350695604107973, 0.5420389262552363, 0.5373189706231775, 0.5470716009418938, 0.5487462330755387, 0.5456840500363597, 0.5411305221864613, 0.5406299602829923, 0.527964829903357, 0.538661086853753, 0.5514622845269274, 0.5488727308586002, 0.569475482709242, 0.5743262132632472, 0.5853593639804181]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,train_loss,"[9.212087527771853, 6.031415886670489, 5.978118917609049, 6.004524901973085, 5.974359944856298, 6.00327173857602, 5.97576147607273, 5.985965956210369, 5.978326255514835, 5.98109960511347, 5.988116481294558, 5.983038654957714, 5.993162079760307, 5.987925494588423, 5.989264069559723, 5.9903361339811445, 5.993117103941361]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,val_loss,"[10.823177519413715, 9.958210565608155, 20.596051533487593, 10.112496398161221, 17.824700689396654, 12.101734490841864, 13.16707133766458, 11.865828377005032, 11.713867231465514, 15.55963095116613, 20.864391942873873, 10.709089728190392, 10.697399761199827, 13.670627895993455, 12.740231169836248, 12.397201810236435, 10.624829343407226]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_loss,"[19.351902628708018, 357.7298518922819, 384.6252600720352, 210.81314483177272, 266.246296237424, 210.73993695088356, 260.17424441123745, 151.57248173550198, 134.89237280302345, 313.4320306426391, 361.5919202606827, 138.72999204567097, 194.46713149840062, 330.43696243178874, 250.16653398826077, 207.66455099774532, 143.87494478958837]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_1,"[0.9644541058217897, 0.9618157227241663, 0.9639328483519735, 0.9639336168905747, 0.9647632975866746, 0.9625448976308524, 0.961476934426878, 0.9678645111242795, 0.9711806593083052, 0.9678345879108924, 0.9648851685451181, 0.970498419296312, 0.9752919882941854, 0.9751803691623845, 0.9655456718315271, 0.9744430521820343, 0.9613079202085897]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_2,"[0.29445857118004776, 0.2611037551006443, 0.22516424553115041, 0.27984523760762803, 0.22606181719698018, 0.23402112837698277, 0.12178582552762965, 0.27930453639853303, 0.36621179796687436, 0.27942728597644395, 0.25854061570854125, 0.3756908611258613, 0.4476139041190238, 0.43452674788333423, 0.3003890079894053, 0.4338870262698938, 0.1502512418518283]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,train_loss,"[9.212087527771853, 6.002913902355467, 5.984298697467952, 5.998859143856905, 5.978490572597164, 5.9801924788806184, 5.948588992448354, 5.987770175386104, 5.978905165239165, 5.9799844679447185, 5.986514101533901, 5.983544727689249, 5.991471421518715, 6.004274474771348, 5.989656694524927, 5.988311856805566, 5.992079521807452]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,val_loss,"[10.823177519413715, 9.941112129457512, 19.14496957073957, 17.631371939902625, 15.946043041344279, 17.038907234144947, 74.53546190074839, 11.867616013811295, 11.707889310925603, 15.552087278304578, 20.874047502395097, 10.708474777515937, 10.70417703276599, 13.65901832678876, 12.737934207712293, 12.388417550258735, 10.622214097790295]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_loss,"[19.351902628708018, 354.96645697285237, 345.2700472974152, 292.85726736060474, 201.8505683746458, 425.10556529747345, 1807.61056381591, 151.29156980834793, 134.63636636454459, 312.60206976505356, 361.42650191695, 138.75697304648324, 194.59750636409373, 326.5615999479321, 249.13691290666787, 208.8868685257314, 144.04357619028698]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_1,"[0.9644541058217897, 0.961825616964969, 0.9626481660956036, 0.9668141547990691, 0.9658213960354209, 0.9608908461061527, 0.9586186484138771, 0.9679274652670541, 0.9711660619958368, 0.9678578859989976, 0.9648862110430885, 0.9704941169929703, 0.9752915296562885, 0.9751247538394967, 0.9655632209451362, 0.9744522550170787, 0.9612987474293282]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_2,"[0.29445857118004776, 0.26131775977510807, 0.21273523633358293, 0.24967604397160967, 0.2622405770430114, 0.14621120004975216, -0.06506459514648304, 0.27986070830837134, 0.36586163458393695, 0.27990430744938777, 0.25852989566212686, 0.37559040267086563, 0.4473634583588493, 0.43423280662212577, 0.3006663080548847, 0.43392797976506126, 0.1500089433969765]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,train_loss,"[9.212087527771853, 6.002913902355467, 5.984298697467952, 5.998859143856905, 5.978490572597164, 5.9801924788806184, 5.948588992448354, 5.987770175386104, 5.978905165239165, 5.9799844679447185, 5.986514101533901, 5.983544727689249, 5.991471421518715, 6.004274474771348, 5.989656694524927, 5.988311856805566, 5.992079521807452]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,val_loss,"[10.823177519413715, 9.941112129457512, 19.14496957073957, 17.631371939902625, 15.946043041344279, 17.038907234144947, 74.53546190074839, 11.867616013811295, 11.707889310925603, 15.552087278304578, 20.874047502395097, 10.708474777515937, 10.70417703276599, 13.65901832678876, 12.737934207712293, 12.388417550258735, 10.622214097790295]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_loss,"[19.351902628708018, 354.96645697285237, 345.2700472974152, 292.85726736060474, 201.8505683746458, 425.10556529747345, 1807.61056381591, 151.29156980834793, 134.63636636454459, 312.60206976505356, 361.42650191695, 138.75697304648324, 194.59750636409373, 326.5615999479321, 249.13691290666787, 208.8868685257314, 144.04357619028698]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_1,"[0.9644541058217897, 0.961825616964969, 0.9626481660956036, 0.9668141547990691, 0.9658213960354209, 0.9608908461061527, 0.9586186484138771, 0.9679274652670541, 0.9711660619958368, 0.9678578859989976, 0.9648862110430885, 0.9704941169929703, 0.9752915296562885, 0.9751247538394967, 0.9655632209451362, 0.9744522550170787, 0.9612987474293282]"
protxlstm,proeng_aav_one_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_2,"[0.29445857118004776, 0.26131775977510807, 0.21273523633358293, 0.24967604397160967, 0.2622405770430114, 0.14621120004975216, -0.06506459514648304, 0.27986070830837134, 0.36586163458393695, 0.27990430744938777, 0.25852989566212686, 0.37559040267086563, 0.4473634583588493, 0.43423280662212577, 0.3006663080548847, 0.43392797976506126, 0.1500089433969765]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,train_loss,"[18.952579158371197, 16.530788628358927, 16.479794156322345, 16.402392187040387, 16.406793330408135, 16.38093176825193, 16.36778643242682, 16.36110101892899, 16.351147385434132, 16.3313203810924, 16.33196925475375, 16.326089814937752, 16.325016948089434, 16.33036884893304, 16.332647906197458, 16.33789882638719, 16.318192212257962]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,val_loss,"[19.343847977639722, 16.784596549459316, 16.731756040837674, 16.606625866950107, 16.6357889881566, 16.621453291129153, 16.62406080977134, 16.57340949015543, 16.570355637774053, 16.524632921314613, 16.514310838668838, 16.507090300568375, 16.51759593266105, 16.539568731060083, 16.54101544030906, 16.55725582232794, 16.523507220503987]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_loss,"[16.37096796569101, 12.078016197624084, 11.843449149838502, 12.177875505291931, 13.577263479705884, 11.19612026381478, 11.129386114219285, 11.507859857751413, 9.593386210472483, 8.358935437400639, 8.653369861829088, 8.355167589484182, 8.242762695868413, 9.319145642039388, 10.3141484630859, 11.171541821390438, 12.247023877901732]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_1,"[0.9607346008516808, 0.9758429454361432, 0.9769125727722779, 0.97584904455929, 0.9704352896275348, 0.9774654296038308, 0.9787715953660542, 0.9763194592040678, 0.9841531499772976, 0.9875680078484913, 0.9855422073417722, 0.9871041471005383, 0.9865995762327624, 0.9814308013799992, 0.9783873610999831, 0.9747343439122016, 0.9714352463256392]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_performance_2,"[-0.09741651172083061, 0.45466323551220633, 0.46399432440945365, 0.4364799012467497, 0.3422435401196349, 0.48846868224925355, 0.49281695647117935, 0.4539041843121471, 0.6163016546327432, 0.6798380821196663, 0.6498270537118441, 0.677207546370279, 0.6821544704700798, 0.6118077663170298, 0.5424821345188241, 0.4840410382857002, 0.4239061758124291]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,train_loss,"[18.952579158371197, 16.532168821940623, 16.480454836411546, 16.402826588230585, 16.406641205771944, 16.387740386655327, 16.36722102500723, 16.36200836151375, 16.3508880559714, 16.33155897158701, 16.331677705157638, 16.32580854802955, 16.321809696852974, 16.325684424193824, 16.342765846618924, 16.34056588399909, 16.206003682162468]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,val_loss,"[19.343847977639722, 16.785208415079325, 16.732450845736956, 16.607083352558213, 16.63564304355237, 16.628362767938437, 16.62349017567261, 16.57442142657051, 16.57008170069507, 16.524891178887607, 16.514100603908673, 16.506846224911833, 16.514221162161853, 16.535018336426027, 16.551174271900983, 16.559489650904013, 16.411611334233047]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_loss,"[16.37096796569101, 12.144188453733213, 11.843057570183273, 12.177557014014136, 13.578507843487651, 11.196195060553407, 11.129709770709075, 11.520409816859225, 9.589900002563331, 8.356589120054055, 8.652818938857461, 8.355696787910992, 8.24377518342946, 9.322816188042616, 10.324707486986178, 11.16919275340782, 12.574048920568599]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_1,"[0.9607346008516808, 0.9757221358712455, 0.9769116532384726, 0.9758489352431193, 0.9704323466591933, 0.9774647629863084, 0.9787701166515093, 0.9762450133658173, 0.9841640694930377, 0.9875763767718927, 0.9855451663459465, 0.9871012412433418, 0.9866102604972652, 0.9814189928045661, 0.9783755881798364, 0.974731410614184, 0.9706434444999492]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-0,test_performance_2,"[-0.09741651172083061, 0.4509482837134743, 0.46400656049675415, 0.436500458142339, 0.3421634636172935, 0.48850689614764103, 0.49278698639690227, 0.45255130523218334, 0.6165329968291647, 0.6799769754195608, 0.6498560487438311, 0.6771642909112839, 0.6822794992563648, 0.6115201389398146, 0.5422548735586409, 0.4841406185549812, 0.39959909805515365]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,train_loss,"[18.952579158371197, 16.532168821940623, 16.480454836411546, 16.402826588230585, 16.406641205771944, 16.387740386655327, 16.36722102500723, 16.36200836151375, 16.3508880559714, 16.33155897158701, 16.331677705157638, 16.32580854802955, 16.321809696852974, 16.325684424193824, 16.342765846618924, 16.34056588399909, 16.206003682162468]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,val_loss,"[19.343847977639722, 16.785208415079325, 16.732450845736956, 16.607083352558213, 16.63564304355237, 16.628362767938437, 16.62349017567261, 16.57442142657051, 16.57008170069507, 16.524891178887607, 16.514100603908673, 16.506846224911833, 16.514221162161853, 16.535018336426027, 16.551174271900983, 16.559489650904013, 16.411611334233047]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_loss,"[16.37096796569101, 12.144188453733213, 11.843057570183273, 12.177557014014136, 13.578507843487651, 11.196195060553407, 11.129709770709075, 11.520409816859225, 9.589900002563331, 8.356589120054055, 8.652818938857461, 8.355696787910992, 8.24377518342946, 9.322816188042616, 10.324707486986178, 11.16919275340782, 12.574048920568599]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_1,"[0.9607346008516808, 0.9757221358712455, 0.9769116532384726, 0.9758489352431193, 0.9704323466591933, 0.9774647629863084, 0.9787701166515093, 0.9762450133658173, 0.9841640694930377, 0.9875763767718927, 0.9855451663459465, 0.9871012412433418, 0.9866102604972652, 0.9814189928045661, 0.9783755881798364, 0.974731410614184, 0.9706434444999492]"
protxlstm,proeng_aav_two_vs_many_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-12345,test_performance_2,"[-0.09741651172083061, 0.4509482837134743, 0.46400656049675415, 0.436500458142339, 0.3421634636172935, 0.48850689614764103, 0.49278698639690227, 0.45255130523218334, 0.6165329968291647, 0.6799769754195608, 0.6498560487438311, 0.6771642909112839, 0.6822794992563648, 0.6115201389398146, 0.5422548735586409, 0.4841406185549812, 0.39959909805515365]"
protxlstm,proeng_aav_low_vs_high_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,train_loss,"[20.888551712417144, 19.897111915540634, 19.857588418992233, 19.80847378264999, 19.830287390174664, 19.81973094849617, 19.779436620860732, 19.79212475485244, 19.786200065802678, 19.779803118908433, 19.783549361960056, 19.762010869613547, 19.783127494788875, 19.783712796833267, 19.631961344446314, 19.779993059561328, 19.75316956076623]"
protxlstm,proeng_aav_low_vs_high_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,val_loss,"[21.116031659499992, 20.149817969857796, 20.05775489204516, 20.038492557998808, 20.00913930365207, 20.039057197512502, 19.954076852743757, 19.97950709954113, 19.987783126764217, 20.004274003711423, 20.006551097969226, 19.986701442047853, 20.029836768912766, 20.018481230105294, 19.84642679183042, 20.025388090660936, 19.995422971161187]"
protxlstm,proeng_aav_low_vs_high_mean,protxlstm_102M_60B,emb,0.625,200,seed-42,sampling_seed-42,test_loss,"[2.681039837156457, 1.510527819103603, 1.4766095587326291, 1.4551949223184797, 1.4677998270779813, 1.4580409215268548, 1.4574872342708463, 1.4498525975483276, 1.4546531215302312, 1.4359222734895072, 1.4690357750303602, 1.4591241176365322, 1.4549012990418748, 1.4578357853570398, 1.46164760428308, 1.482360291258592, 1.4844325742958884]"
